id,date,speed,longitude,latitude,description,direction,distance
8644,1664596807000,0,-76.285633,3.925378,Reporte x tiempo,233,0
38876,1664597407000,0,-76.285633,3.925378,Reporte x tiempo,233,0
87688,1664598007000,0,-76.285633,3.925378,Reporte x tiempo,233,0
127361,1664598607000,0,-76.285633,3.925378,Reporte x tiempo,233,0
167929,1664599207000,0,-76.285633,3.925378,Reporte x tiempo,233,0
207701,1664599807000,0,-76.285633,3.925378,Reporte x tiempo,233,0
245903,1664600407000,0,-76.285633,3.925378,Reporte x tiempo,233,0
277212,1664601007000,0,-76.285633,3.925378,Reporte x tiempo,233,0
316092,1664601607000,0,-76.285623,3.925383,Reporte x tiempo,233,0.001240864441803453
361241,1664602207000,0,-76.285623,3.925383,Reporte x tiempo,233,0
399389,1664602807000,0,-76.285623,3.925383,Reporte x tiempo,233,0
437534,1664603407000,0,-76.285623,3.925383,Reporte x tiempo,233,0
476236,1664604007000,0,-76.285623,3.925383,Reporte x tiempo,233,0
513618,1664604607000,0,-76.285623,3.925383,Reporte x tiempo,233,0
544736,1664605207000,0,-76.285623,3.925383,Reporte x tiempo,233,0
588173,1664605807000,0,-76.285623,3.925383,Reporte x tiempo,233,0
623505,1664606407000,0,-76.285623,3.925383,Reporte x tiempo,233,0
658052,1664607007000,0,-76.285623,3.925383,Reporte x tiempo,233,0
693777,1664607607000,0,-76.285623,3.925383,Reporte x tiempo,233,0
730921,1664608207000,0,-76.285623,3.925383,Reporte x tiempo,233,0
759529,1664608807000,0,-76.285623,3.925383,Reporte x tiempo,233,0
795265,1664609407000,0,-76.285605,3.925328,Reporte x tiempo,233,0.006433452129113171
841119,1664610007000,0,-76.285605,3.925328,Reporte x tiempo,233,0
880293,1664610607000,0,-76.285605,3.925328,Reporte x tiempo,233,0
917696,1664611207000,0,-76.285605,3.925328,Reporte x tiempo,233,0
954945,1664611807000,0,-76.285605,3.925328,Reporte x tiempo,233,0
994928,1664612407000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1027730,1664613007000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1075076,1664613607000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1113631,1664614207000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1152186,1664614807000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1192991,1664615407000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1235445,1664616007000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1274712,1664616607000,0,-76.285605,3.925328,Reporte x tiempo,233,0
1326729,1664617207000,0,-76.285555,3.925326,Reporte x tiempo,233,0.00555116027733371
1393053,1664617807000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1455382,1664618407000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1519185,1664619007000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1579519,1664619607000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1642759,1664620207000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1692976,1664620807000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1771012,1664621407000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1840079,1664622007000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1910798,1664622607000,0,-76.285555,3.925326,Reporte x tiempo,233,0
1982402,1664623207000,0,-76.285555,3.925326,Reporte x tiempo,233,0
2053053,1664623807000,0,-76.285555,3.925326,Reporte x tiempo,233,0
2114002,1664624407000,0,-76.285555,3.925326,Reporte x tiempo,233,0
2188114,1664625007000,0,-76.285588,3.925305,Reporte x tiempo,233,0.004342153609788299
2270452,1664625607000,0,-76.285588,3.925305,Reporte x tiempo,233,0
2342329,1664626207000,0,-76.285588,3.925305,Reporte x tiempo,233,0
2413077,1664626807000,0,-76.285588,3.925305,Reporte x tiempo,233,0
2485583,1664627407000,0,-76.285588,3.925305,Reporte x tiempo,233,0
2555955,1664628007000,0,-76.285588,3.925305,Reporte x tiempo,233,0
2620610,1664628607000,0,-76.285588,3.925305,Reporte x tiempo,233,0
2711530,1664629207000,0,-76.285588,3.925305,Reporte x tiempo,233,0
2733472,1664629504000,0,-76.285588,3.925305,Ignición -> Prendida,233,0
2769679,1664629796000,6,-76.286131,3.925441,Movimiento (50515),233,0.06210644557948304
2775057,1664629804000,5,-76.286131,3.925441,Reporte x tiempo,233,0
2775058,1664629833000,12,-76.286395,3.926138,Salio de G-virtual:Las Lechugas,91,0.08285166063937323
2775065,1664629837000,10,-76.286378,3.926235,Reporte x tiempo (G-Out),71,0.010949536167821072
2810657,1664630104000,48,-76.268146,3.957641,Reporte x tiempo,36,4.035581954195772
2854898,1664630404000,67,-76.273145,3.951726,Reporte x tiempo,247,0.8602949676136299
2854899,1664630437000,11,-76.274695,3.948301,Ingreso a G-virtual:Planta Avidesa Mac Pollo Occidente,210,0.41785811295289826
2854900,1664630439000,6,-76.274726,3.948291,Reporte x tiempo (G-In),196,0.003614166504243406
2856505,1664630455000,0,-76.274726,3.948291,Parada,196,0
2888524,1664630704000,6,-76.275095,3.948546,Reporte x tiempo,196,0.049795019495135234
2888526,1664630716000,0,-76.275095,3.948546,Movimiento (261),196,0
2890100,1664630727000,0,-76.275095,3.948546,Parada,196,0
2906352,1664630859000,3,-76.275196,3.948038,Movimiento (132),341,0.05758744728766981
2907828,1664630871000,0,-76.275196,3.948038,Parada,341,0
2922005,1664630988000,0,-76.274961,3.948205,Ignición -> Apagada,344,0.03200641060486141
3012439,1664631588000,0,-76.274961,3.948205,Reporte x tiempo,344,0
3076133,1664632188000,0,-76.274961,3.948205,Reporte x tiempo,344,0
3154507,1664632788000,0,-76.274913,3.948211,Reporte x tiempo,344,0.005366323845010749
3251397,1664633388000,0,-76.274913,3.948211,Reporte x tiempo,344,0
3329151,1664633988000,0,-76.274913,3.948211,Reporte x tiempo,344,0
3401519,1664634588000,0,-76.274913,3.948211,Reporte x tiempo,344,0
3401521,1664634676000,0,-76.274913,3.948211,Ignición -> Prendida,344,0
3445071,1664634976000,0,-76.275106,3.94784,Reporte x tiempo,344,0.04647807207310109
3445072,1664635014000,0,-76.275106,3.94784,Ignición -> Apagada,344,0
3538112,1664635614000,0,-76.275106,3.94784,Reporte x tiempo,344,0
3616279,1664636214000,0,-76.275106,3.94784,Reporte x tiempo,344,0
3697028,1664636814000,0,-76.275106,3.94784,Reporte x tiempo,344,0
3775765,1664637414000,0,-76.275106,3.94784,Reporte x tiempo,344,0
3860715,1664638014000,0,-76.275106,3.94784,Reporte x tiempo,344,0
3941638,1664638614000,0,-76.275106,3.94784,Reporte x tiempo,344,0
4024000,1664639214000,0,-76.275106,3.94784,Reporte x tiempo,344,0
4041612,1664639462000,0,-76.275106,3.94784,Ignición -> Prendida,344,0
4097271,1664639762000,0,-76.275106,3.94784,Reporte x tiempo,344,0
4120849,1664640062000,0,-76.275106,3.94784,Reporte x tiempo,344,0
4167731,1664640362000,0,-76.275338,3.94829,Reporte x tiempo,344,0.056268241158162244
4178989,1664640507000,7,-76.27559,3.948766,Movimiento (9636),55,0.059857467437285566
4183388,1664640541000,0,-76.275171,3.948531,Parada,55,0.0533218207478397
4213859,1664640662000,0,-76.275171,3.948531,Reporte x tiempo,55,0
4213860,1664640766000,7,-76.274716,3.948183,Movimiento (225),267,0.06359994306668276
4244841,1664640962000,22,-76.288825,3.924751,Reporte x tiempo,124,3.0394769468872376
4244842,1664641002000,14,-76.287585,3.92511,Parada,338,0.14323343260912852
4246286,1664641014000,23,-76.287228,3.924658,Movimiento (12),305,0.06398839317585127
4257578,1664641095000,10,-76.28697,3.925318,Ingreso a G-virtual:Las Lechugas,15,0.07877217789767733
4257581,1664641100000,6,-76.286838,3.925385,Reporte x tiempo (G-In),50,0.016429533189802902
4259713,1664641116000,0,-76.286838,3.925385,Parada,50,0
4295430,1664641262000,0,-76.286838,3.925385,Reporte x tiempo,50,0
4334612,1664641562000,2,-76.286838,3.925385,Reporte x tiempo,50,0
4334613,1664641681000,0,-76.286838,3.925385,Ignición -> Apagada,50,0
4429612,1664642281000,0,-76.286838,3.925385,Reporte x tiempo,50,0
4505487,1664642881000,0,-76.286838,3.925385,Reporte x tiempo,50,0
4583720,1664643481000,0,-76.286838,3.925385,Reporte x tiempo,50,0
4583721,1664643599000,0,-76.286838,3.925385,Ignición -> Prendida,50,0
4588681,1664643636000,7,-76.286838,3.925385,Salio de :Las Lechugas,50,0
4594389,1664643681000,6,-76.286576,3.925643,Ingreso a :Las Lechugas,50,0.040838414251996025
4596895,1664643701000,3,-76.286363,3.925511,Movimiento (2585),50,0.02781659756979533
4598484,1664643712000,0,-76.286363,3.925511,Parada,50,0
4599105,1664643717000,0,-76.286363,3.925511,Ignición -> Apagada,50,0
4694270,1664644317000,0,-76.286363,3.925511,Reporte x tiempo,50,0
4769889,1664644917000,0,-76.286363,3.925511,Reporte x tiempo,50,0
4849130,1664645517000,0,-76.286363,3.925511,Reporte x tiempo,50,0
4927309,1664646117000,0,-76.286363,3.925511,Reporte x tiempo,50,0
5008968,1664646717000,0,-76.286363,3.925511,Reporte x tiempo,50,0
5069097,1664647317000,0,-76.286308,3.925451,Reporte x tiempo,50,0.009040922268112064
5163782,1664647917000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5241373,1664648517000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5313275,1664649117000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5388024,1664649717000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5460961,1664650317000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5519026,1664650917000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5605274,1664651517000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5674125,1664652117000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5740301,1664652717000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5805159,1664653317000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5870170,1664653917000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5923232,1664654517000,0,-76.286308,3.925451,Reporte x tiempo,50,0
5986591,1664655117000,0,-76.2862,3.925485,Reporte x tiempo,50,0.012563223593498466
6064838,1664655717000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6126939,1664656317000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6188788,1664656917000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6250069,1664657517000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6308871,1664658117000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6354756,1664658717000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6424507,1664659317000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6480941,1664659917000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6534985,1664660517000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6588321,1664661117000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6640107,1664661717000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6682764,1664662317000,0,-76.2862,3.925485,Reporte x tiempo,50,0
6735090,1664662917000,0,-76.286248,3.925478,Reporte x tiempo,50,0.005381423193526174
6798980,1664663517000,0,-76.286248,3.925478,Reporte x tiempo,50,0
6850936,1664664117000,0,-76.286248,3.925478,Reporte x tiempo,50,0
6901724,1664664717000,0,-76.286248,3.925478,Reporte x tiempo,50,0
6954297,1664665317000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7003696,1664665917000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7043126,1664666517000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7100931,1664667117000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7151705,1664667717000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7199940,1664668317000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7244350,1664668917000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7289940,1664669517000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7325965,1664670117000,0,-76.286248,3.925478,Reporte x tiempo,50,0
7371342,1664670717000,0,-76.286268,3.925531,Reporte x tiempo,50,0.006297134047785605
7424303,1664671317000,0,-76.286268,3.925531,Reporte x tiempo,50,0
7468376,1664671917000,0,-76.286268,3.925531,Reporte x tiempo,50,0
