id,date,speed,longitude,latitude,description,direction,distance
115267,1664597953000,0,-75.592931,6.213925,Reporte x tiempo,267,0
196729,1664599753000,0,-75.592931,6.213925,Reporte x tiempo,267,0
312261,1664601553000,0,-75.593016,6.213961,Reporte x tiempo,267,0.010213210514470172
464662,1664603353000,0,-75.593016,6.213961,Reporte x tiempo,267,0
541160,1664605153000,0,-75.593016,6.213961,Reporte x tiempo,267,0
683089,1664606953000,0,-75.593016,6.213961,Reporte x tiempo,267,0
756019,1664608753000,0,-75.593016,6.213961,Reporte x tiempo,267,0
869260,1664610553000,0,-75.593016,6.213961,Reporte x tiempo,267,0
1023268,1664612353000,0,-75.593016,6.213961,Reporte x tiempo,267,0
1102187,1664614153000,0,-75.593016,6.213961,Reporte x tiempo,267,0
1269517,1664615953000,0,-75.593016,6.213961,Reporte x tiempo,267,0
1376815,1664617753000,0,-75.593016,6.213961,Reporte x tiempo,267,0
1391789,1664617914000,0,-75.592956,6.213893,Ignición -> Prendida,267,0.010057961892205309
1527276,1664618814000,0,-75.592956,6.213893,Reporte x tiempo,267,0
1527277,1664619214000,0,-75.592956,6.213893,Ignición -> Apagada,267,0
1740753,1664621014000,0,-75.592956,6.213893,Reporte x tiempo,267,0
1740755,1664621258000,0,-75.592956,6.213893,Ignición -> Prendida,267,0
1902243,1664622158000,2,-75.594625,6.210945,Reporte x tiempo,204,0.3761552760657747
1963647,1664623058000,31,-75.566616,6.173076,Reporte x tiempo,195,5.226680052126935
1963649,1664623168000,0,-75.568348,6.169511,Ignición -> Apagada,334,0.4402305514898101
2007792,1664623536000,0,-75.568348,6.169511,Ignición -> Prendida,334,0
2155791,1664624436000,8,-75.555353,6.136066,Reporte x tiempo,183,3.9867655644958626
2225376,1664625336000,0,-75.558686,6.134113,Reporte x tiempo,197,0.427720706241493
2402856,1664626236000,0,-75.558731,6.134396,Reporte x tiempo,197,0.03185902058198453
2509563,1664627136000,2,-75.558731,6.134396,Reporte x tiempo,197,0
2623703,1664628036000,0,-75.558731,6.134396,Reporte x tiempo,197,0
2660666,1664628936000,0,-75.558731,6.134396,Reporte x tiempo,197,0
2854527,1664629836000,0,-75.558731,6.134396,Reporte x tiempo,197,0
2967043,1664630736000,0,-75.558475,6.134256,Reporte x tiempo,197,0.03230162740592213
3079714,1664631636000,0,-75.558475,6.134256,Reporte x tiempo,197,0
3121995,1664632536000,0,-75.558475,6.134256,Reporte x tiempo,197,0
3242432,1664633436000,0,-75.558575,6.134356,Reporte x tiempo,197,0.01568038142334583
3435651,1664634336000,0,-75.558575,6.134356,Reporte x tiempo,197,0
3552427,1664635236000,0,-75.558575,6.134356,Reporte x tiempo,197,0
3607994,1664636136000,0,-75.558575,6.134356,Reporte x tiempo,197,0
3607996,1664636266000,0,-75.558366,6.134385,Interrogacion via internet (52),197,0.0233305927026231
3608340,1664636269000,0,-75.558366,6.134385,Sirena de fotomultas -> Prendida,197,0
3688932,1664636873000,0,-75.558476,6.1344,Interrogacion via internet (53),197,0.012275248588599689
3689492,1664636877000,1,-75.558476,6.1344,Sirena de fotomultas -> Apagada,197,0
3689875,1664636879000,0,-75.558476,6.1344,Sirena de fotomultas -> Apagada,197,0
3690372,1664636884000,0,-75.558476,6.1344,Sirena de fotomultas -> Apagada,197,0
3770315,1664637036000,0,-75.558476,6.1344,Reporte x tiempo,197,0
3770316,1664637490000,0,-75.558435,6.1344,Interrogacion via internet (54),197,0.004532887042849237
3770659,1664637493000,0,-75.558435,6.1344,Sirena de fotomultas -> Apagada,197,0
3915651,1664637936000,3,-75.5587,6.134476,Reporte x tiempo,197,0.030492372055341364
4038376,1664638836000,0,-75.558848,6.133738,Reporte x tiempo,197,0.08367725918977328
4156959,1664639736000,0,-75.558848,6.133738,Reporte x tiempo,197,0
4256969,1664640636000,0,-75.558848,6.133738,Reporte x tiempo,197,0
4394442,1664641536000,0,-75.558848,6.133738,Reporte x tiempo,197,0
4510137,1664642436000,0,-75.558848,6.133738,Reporte x tiempo,197,0
4629532,1664643336000,0,-75.558848,6.133738,Reporte x tiempo,197,0
4727683,1664644236000,0,-75.558951,6.134056,Reporte x tiempo,197,0.03714840486094531
4785563,1664645136000,0,-75.559003,6.133908,Reporte x tiempo,197,0.017432132755848713
4982800,1664646036000,0,-75.559003,6.133908,Reporte x tiempo,197,0
5096588,1664646936000,0,-75.558888,6.134275,Reporte x tiempo,197,0.04274327702696264
5216308,1664647836000,0,-75.558888,6.134275,Reporte x tiempo,197,0
5253939,1664648736000,0,-75.558888,6.134275,Reporte x tiempo,197,0
5437349,1664649636000,0,-75.558888,6.134275,Reporte x tiempo,197,0
5545357,1664650536000,1,-75.558888,6.134275,Reporte x tiempo,197,0
5619450,1664651436000,0,-75.558888,6.134275,Reporte x tiempo,197,0
5619451,1664651743000,0,-75.55887,6.134385,Interrogacion via internet (55),197,0.012392274354304698
5751549,1664652336000,0,-75.55887,6.134385,Reporte x tiempo,197,0
5848352,1664653236000,0,-75.558876,6.134616,Reporte x tiempo,197,0.025694592220881173
5945786,1664654136000,0,-75.558876,6.134616,Reporte x tiempo,197,0
6011510,1664655036000,0,-75.558876,6.134616,Reporte x tiempo,197,0
6137167,1664655936000,0,-75.558876,6.134616,Reporte x tiempo,197,0
6229661,1664656836000,0,-75.558876,6.134616,Reporte x tiempo,197,0
6318819,1664657736000,0,-75.558876,6.134616,Reporte x tiempo,197,0
6376429,1664658636000,0,-75.558876,6.134616,Reporte x tiempo,197,0
6434019,1664659536000,0,-75.558688,6.134596,Reporte x tiempo,197,0.020903572633289912
6570666,1664660436000,0,-75.558688,6.134596,Reporte x tiempo,197,0
6648757,1664661336000,0,-75.558688,6.134596,Reporte x tiempo,197,0
6727809,1664662236000,1,-75.558688,6.134596,Reporte x tiempo,197,0
6754648,1664663136000,0,-75.5587,6.134361,Reporte x tiempo,197,0.026164465273485576
6885370,1664664036000,0,-75.5587,6.134361,Reporte x tiempo,197,0
6963321,1664664936000,0,-75.5587,6.134361,Reporte x tiempo,197,0
7036806,1664665836000,0,-75.5587,6.134361,Reporte x tiempo,197,0
7061400,1664666736000,0,-75.557815,6.133836,Reporte x tiempo,54,0.1139358482291027
7134960,1664667636000,0,-75.557263,6.134111,Reporte x tiempo,54,0.0682604616890347
7252141,1664668536000,0,-75.556913,6.134156,Reporte x tiempo,54,0.03901757866519847
7319795,1664669436000,0,-75.556913,6.134156,Reporte x tiempo,54,0
7375943,1664670336000,0,-75.556913,6.134156,Reporte x tiempo,54,0
7409985,1664671236000,20,-75.569025,6.163855,Reporte x tiempo,162,3.5635293252752205
7500243,1664672136000,41,-75.58418,6.20184,Reporte x tiempo,78,4.543874385760124
7510346,1664672588000,0,-75.592985,6.21393,Ignición -> Apagada,56,1.6597106728468736
7669123,1664674388000,0,-75.592985,6.21393,Reporte x tiempo,56,0
7762552,1664676188000,0,-75.592985,6.21393,Reporte x tiempo,56,0
7927038,1664677988000,0,-75.592985,6.21393,Reporte x tiempo,56,0
8012135,1664679788000,0,-75.592985,6.21393,Reporte x tiempo,56,0
8179201,1664681588000,0,-75.592985,6.21393,Reporte x tiempo,56,0
8266166,1664683199000,0,-75.592985,6.21393,"Reporte de estado (C:16130,2943)",56,0
