id,date,speed,longitude,latitude,description,direction,distance
8587,1664596883000,0,-74.913614,10.649672,Reporte x tiempo,52,0
31159,1664597183000,0,-74.913614,10.649672,Reporte x tiempo,52,0
52692,1664597483000,0,-74.913614,10.649672,Reporte x tiempo,52,0
73044,1664597783000,0,-74.913614,10.649672,Reporte x tiempo,52,0
92554,1664598083000,0,-74.913614,10.649672,Reporte x tiempo,52,0
112391,1664598383000,0,-74.913614,10.649672,Reporte x tiempo,52,0
132537,1664598683000,0,-74.913614,10.649672,Reporte x tiempo,52,0
152948,1664598983000,0,-74.913614,10.649672,Reporte x tiempo,52,0
172755,1664599283000,0,-74.913614,10.649672,Reporte x tiempo,52,0
193544,1664599583000,0,-74.913614,10.649672,Reporte x tiempo,52,0
212130,1664599883000,0,-74.913614,10.649672,Reporte x tiempo,52,0
224220,1664600183000,0,-74.913614,10.649672,Reporte x tiempo,52,0
250433,1664600483000,0,-74.913614,10.649672,Reporte x tiempo,52,0
270236,1664600783000,0,-74.913614,10.649672,Reporte x tiempo,52,0
289775,1664601083000,0,-74.913614,10.649672,Reporte x tiempo,52,0
309063,1664601383000,0,-74.913614,10.649672,Reporte x tiempo,52,0
328325,1664601683000,0,-74.913614,10.649672,Reporte x tiempo,52,0
335182,1664601907000,0,-74.913614,10.649672,Ignición -> Prendida,52,0
335650,1664601914000,0,-74.913614,10.649672,Termo -> Prendido,52,0
361244,1664602207000,0,-74.913614,10.649672,Reporte x tiempo,52,0
364360,1664602384000,5,-74.913601,10.650478,Movimiento (19232),82,0.0896343695394399
365585,1664602403000,15,-74.913675,10.650893,Parada,82,0.04684909573452771
367727,1664602418000,25,-74.913941,10.651644,Movimiento (15),112,0.08842197936083927
371423,1664602493000,9,-74.913975,10.657078,Parada,74,0.6042446544963768
373148,1664602507000,17,-74.913802,10.657431,Reporte x tiempo,60,0.043567190597676
373149,1664602515000,24,-74.913525,10.657708,Movimiento (22),46,0.043185121201767034
472126,1664602807000,57,-74.876224,10.664242,Reporte x tiempo,35,4.1403348291620725
472127,1664603107000,53,-74.837621,10.675037,Reporte x tiempo,33,4.385707969397012
472128,1664603407000,56,-74.802076,10.699775,Reporte x tiempo,33,4.759302972068531
472129,1664603707000,27,-74.764187,10.722614,Reporte x tiempo,39,4.856566841230708
472227,1664604007000,72,-74.765063,10.766919,Reporte x tiempo,84,4.927420631657803
489003,1664604307000,28,-74.758807,10.799336,Reporte x tiempo,111,3.6688082775016597
491715,1664604333000,0,-74.758958,10.799623,Parada,113,0.03592293063742628
492028,1664604373000,12,-74.759268,10.800371,Movimiento (40),109,0.08980184900567553
509908,1664604607000,55,-74.770148,10.830854,Reporte x tiempo,115,3.591818979177991
528590,1664604907000,35,-74.771839,10.863462,Reporte x tiempo,123,3.6305439420775145
546885,1664605207000,31,-74.769818,10.889234,Reporte x tiempo,84,2.874200660887741
561321,1664605488000,0,-74.77367,10.914573,Parada,116,2.848787288245273
563535,1664605507000,15,-74.773801,10.914937,Reporte x tiempo,116,0.04292782794859323
