id,date,speed,longitude,latitude,description,direction,distance
8478,1664596887000,0,-73.13434,7.063522,Reporte x tiempo,325,0
31430,1664597187000,0,-73.13434,7.063522,Reporte x tiempo,325,0
52895,1664597487000,0,-73.13434,7.063522,Reporte x tiempo,325,0
65718,1664597787000,0,-73.13434,7.063522,Reporte x tiempo,325,0
92681,1664598087000,0,-73.13434,7.063522,Reporte x tiempo,325,0
112642,1664598387000,0,-73.13434,7.063522,Reporte x tiempo,325,0
132892,1664598687000,0,-73.13434,7.063522,Reporte x tiempo,325,0
153280,1664598987000,0,-73.13434,7.063522,Reporte x tiempo,325,0
173016,1664599287000,0,-73.13434,7.063522,Reporte x tiempo,325,0
193973,1664599587000,0,-73.13434,7.063522,Reporte x tiempo,325,0
212403,1664599887000,0,-73.13434,7.063522,Reporte x tiempo,325,0
231847,1664600187000,0,-73.13434,7.063522,Reporte x tiempo,325,0
250724,1664600487000,0,-73.13434,7.063522,Reporte x tiempo,325,0
270498,1664600787000,0,-73.13434,7.063522,Reporte x tiempo,325,0
290066,1664601087000,0,-73.13434,7.063522,Reporte x tiempo,325,0
301852,1664601387000,0,-73.13434,7.063522,Reporte x tiempo,325,0
321367,1664601687000,0,-73.134309,7.06363,Reporte x tiempo,325,0.012486783289159718
347407,1664601987000,0,-73.134309,7.06363,Reporte x tiempo,325,0
365808,1664602287000,0,-73.134309,7.06363,Reporte x tiempo,325,0
384941,1664602587000,0,-73.134309,7.06363,Reporte x tiempo,325,0
404761,1664602887000,0,-73.134309,7.06363,Reporte x tiempo,325,0
423829,1664603187000,0,-73.134309,7.06363,Reporte x tiempo,325,0
442395,1664603487000,0,-73.134309,7.06363,Reporte x tiempo,325,0
461865,1664603787000,0,-73.134309,7.06363,Reporte x tiempo,325,0
481178,1664604087000,0,-73.134309,7.06363,Reporte x tiempo,325,0
500009,1664604387000,0,-73.134309,7.06363,Reporte x tiempo,325,0
518463,1664604687000,0,-73.134309,7.06363,Reporte x tiempo,325,0
538354,1664604987000,0,-73.134309,7.06363,Reporte x tiempo,325,0
549405,1664605287000,0,-73.134309,7.06363,Reporte x tiempo,325,0
574514,1664605587000,0,-73.134309,7.06363,Reporte x tiempo,325,0
592933,1664605887000,0,-73.134309,7.06363,Reporte x tiempo,325,0
610238,1664606187000,0,-73.134309,7.06363,Reporte x tiempo,325,0
627908,1664606487000,0,-73.134309,7.06363,Reporte x tiempo,325,0
645067,1664606787000,0,-73.134309,7.06363,Reporte x tiempo,325,0
662578,1664607087000,0,-73.134309,7.06363,Reporte x tiempo,325,0
