id,date,speed,longitude,latitude,description,direction,distance
5695,1664596842000,0,-75.607705,6.164806,Reporte x tiempo,205,0
28062,1664597142000,0,-75.607705,6.164806,Reporte x tiempo,205,0
49482,1664597442000,0,-75.607705,6.164806,Reporte x tiempo,205,0
70411,1664597742000,0,-75.607705,6.164806,Reporte x tiempo,205,0
89744,1664598042000,0,-75.607705,6.164806,Reporte x tiempo,205,0
109558,1664598342000,0,-75.607705,6.164806,Reporte x tiempo,205,0
129469,1664598642000,0,-75.607705,6.164806,Reporte x tiempo,205,0
150290,1664598942000,0,-75.607705,6.164806,Reporte x tiempo,205,0
170311,1664599242000,0,-75.607705,6.164806,Reporte x tiempo,205,0
190880,1664599542000,0,-75.607705,6.164806,Reporte x tiempo,205,0
209717,1664599842000,0,-75.607705,6.164806,Reporte x tiempo,205,0
221717,1664600142000,0,-75.607705,6.164806,Reporte x tiempo,205,0
240820,1664600442000,0,-75.607705,6.164806,Reporte x tiempo,205,0
267468,1664600742000,0,-75.607705,6.164806,Reporte x tiempo,205,0
286930,1664601042000,0,-75.607705,6.164806,Reporte x tiempo,205,0
306539,1664601342000,0,-75.607705,6.164806,Reporte x tiempo,205,0
325763,1664601642000,0,-75.607705,6.164806,Reporte x tiempo,205,0
344511,1664601942000,0,-75.607705,6.164806,Reporte x tiempo,205,0
363078,1664602242000,0,-75.607705,6.164806,Reporte x tiempo,205,0
382188,1664602542000,0,-75.607705,6.164806,Reporte x tiempo,205,0
401739,1664602842000,0,-75.607705,6.164806,Reporte x tiempo,205,0
421042,1664603142000,0,-75.607705,6.164806,Reporte x tiempo,205,0
439588,1664603442000,0,-75.607705,6.164806,Reporte x tiempo,205,0
458474,1664603742000,0,-75.607705,6.164806,Reporte x tiempo,205,0
471094,1664604042000,0,-75.607705,6.164806,Reporte x tiempo,205,0
497319,1664604342000,0,-75.607705,6.164806,Reporte x tiempo,205,0
515582,1664604642000,0,-75.607705,6.164806,Reporte x tiempo,205,0
535628,1664604942000,0,-75.607705,6.164806,Reporte x tiempo,205,0
553755,1664605242000,0,-75.607705,6.164806,Reporte x tiempo,205,0
571945,1664605542000,0,-75.607705,6.164806,Reporte x tiempo,205,0
590343,1664605842000,0,-75.607705,6.164806,Reporte x tiempo,205,0
607584,1664606142000,0,-75.607705,6.164806,Reporte x tiempo,205,0
625523,1664606442000,0,-75.607705,6.164806,Reporte x tiempo,205,0
642666,1664606742000,0,-75.607705,6.164806,Reporte x tiempo,205,0
