"deviceid","name","company_name"
902414,TRJ789,FRIMAC SA
902435,GDX227,FRIMAC SA
902593,GET838,FRIMAC SA
902597,GQV651,FRIMAC SA
902599,TMO692,FRIMAC SA
902606,TRI842,FRIMAC SA
902607,WHV533,FRIMAC SA
902629,TZY902,FRIMAC SA
902630,ESZ611,FRIMAC SA
902664,WLB985,FRIMAC SA
902689,SNM644,FRIMAC SA
902781,WLL011,FRIMAC SA
902820,SXE004,FRIMAC SA
902825,SXF271,FRIMAC SA
902841,S63217,FRIMAC SA
902871,SKX674,FRIMAC SA
902872,SPL856,FRIMAC SA
902877,SZN490,FRIMAC SA
902878,WOY596,FRIMAC SA
902906,SXF036,FRIMAC SA
902912,WMR255,FRIMAC SA
902953,TLK000,FRIMAC SA
903032,WLS385,FRIMAC SA
903040,TTV441,FRIMAC SA
903053,GQV711,FRIMAC SA
903061,TOQ612,FRIMAC SA
903075,ESZ584,FRIMAC SA
903076,JUZ315,FRIMAC SA
903082,WFH496,FRIMAC SA
903083,SXF496,FRIMAC SA
903121,TLM324,FRIMAC SA
903122,TJQ441,FRIMAC SA
903125,JUZ696,FRIMAC SA
903126,FST857,FRIMAC SA
903137,JUZ732,FRIMAC SA
903138,TAV282,FRIMAC SA
903140,VCW602,FRIMAC SA
903142,JUZ694,FRIMAC SA
903147,JUZ731,FRIMAC SA
903153,TRJ106,FRIMAC SA
903213,JKV289,FRIMAC SA
903291,VZI167,FRIMAC SA
903329,JYX070,FRIMAC SA
903335,JUZ734,FRIMAC SA
903349,JUZ735,FRIMAC SA
903358,VLH038,FRIMAC SA
903411,EQQ667,FRIMAC SA
903437,WFR561,FRIMAC SA
903443,TSZ301,FRIMAC SA
903446,SOO210,FRIMAC SA
903449,SJT693,FRIMAC SA
903453,SMQ036,FRIMAC SA
903462,TTX222,FRIMAC SA
903463,WOX821,FRIMAC SA
903467,TUK250,FRIMAC SA
903468,TTG549,FRIMAC SA
903475,SMK769,FRIMAC SA
903479,JUZ695,FRIMAC SA
903497,TSX326,FRIMAC SA
903502,EQZ918,FRIMAC SA
903505,EQP951,FRIMAC SA
903512,TJB218,FRIMAC SA
903513,EST096,FRIMAC SA
903514,JUZ723,FRIMAC SA
903515,JUZ722,FRIMAC SA
903516,JUZ721,FRIMAC SA
903517,JUZ714,FRIMAC SA
903518,JUZ715,FRIMAC SA
903522,TTP639,FRIMAC SA
903531,SMV555,FRIMAC SA
903532,ESR417,FRIMAC SA
903533,JYW961,FRIMAC SA
903534,TTX261,FRIMAC SA
903535,JUZ720,FRIMAC SA
903539,GQU677,FRIMAC SA
903545,GDW409,FRIMAC SA
903547,S56192,FRIMAC SA
903557,KSQ327,FRIMAC SA
903563,EST728,FRIMAC SA
903564,TJQ718,FRIMAC SA
903565,SZR978,FRIMAC SA
903566,WLB830,FRIMAC SA
903567,EST730,FRIMAC SA
903571,TBZ492,FRIMAC SA
903572,TTX244,FRIMAC SA
903574,TTX245,FRIMAC SA
903581,TTX242,FRIMAC SA
903582,TTX243,FRIMAC SA
903592,JUZ653,FRIMAC SA
903596,JUZ718,FRIMAC SA
903597,S72712,FRIMAC SA
903600,JUZ743,FRIMAC SA
903610,JUY614,FRIMAC SA
903615,JUZ719,FRIMAC SA
903636,S72709,FRIMAC SA
903637,S72710,FRIMAC SA
903638,S72711,FRIMAC SA
903668,SXF337,FRIMAC SA
903673,JUZ717,FRIMAC SA
903674,JUZ716,FRIMAC SA
903691,SNX933,FRIMAC SA
903693,WOV234,FRIMAC SA
903695,SXG162,FRIMAC SA
903710,JYX697,FRIMAC SA
903724,JYN748,FRIMAC SA
903725,KUN670,FRIMAC SA
903758,SXG092,FRIMAC SA
903759,JKV353,FRIMAC SA
903761,EYY224,FRIMAC SA
903776,TZY268,FRIMAC SA
903796,R49369,FRIMAC SA
903798,KSO595,FRIMAC SA
903807,SSZ624,FRIMAC SA
903811,SSZ845,FRIMAC SA
903828,SXF541,FRIMAC SA
903829,WOW994,FRIMAC SA
903838,EST170,FRIMAC SA
903839,TJR091,FRIMAC SA
903840,SXE474,FRIMAC SA
903852,WMB367,FRIMAC SA
903856,SJU831,FRIMAC SA
903908,WMB175,FRIMAC SA
903923,LCM549,FRIMAC SA
903959,JUZ576,FRIMAC SA
903970,GQW093,FRIMAC SA
904072,S70072,FRIMAC SA
904117,WMB331,FRIMAC SA
904136,KNZ832,FRIMAC SA
904137,TTX250,FRIMAC SA
904175,USA793,FRIMAC SA
904187,WFC244,FRIMAC SA
904228,SPL802,FRIMAC SA
904247,WNZ533,FRIMAC SA
904248,S32462,FRIMAC SA
904256,KOK872,FRIMAC SA
904282,WOV702,FRIMAC SA
904283,WLC171,FRIMAC SA
904329,TOC248,FRIMAC SA
904341,LCN802,FRIMAC SA
904394,SZW703,FRIMAC SA
904395,S62960,FRIMAC SA
904404,R39621 (SEGUNDA INSTALACION),FRIMAC SA
904407,JVK409,FRIMAC SA
904415,SPM325,FRIMAC SA
904416,XVB548,FRIMAC SA
904417,TSW434,FRIMAC SA
904431,SMB103,FRIMAC SA
904443,WPQ467,FRIMAC SA
904447,S69633,FRIMAC SA
904457,XVP340,FRIMAC SA
904464,SZL680,FRIMAC SA
904469,UFS723,FRIMAC SA
904472,JYO565,FRIMAC SA
904477,SXF674,FRIMAC SA
904482,TGY869,FRIMAC SA
904517,GQW218,FRIMAC SA
904518,S56187,FRIMAC SA
904593,WLS393,FRIMAC SA
904633,ESS900,FRIMAC SA
904681,FWL739,FRIMAC SA
904687,SNN689,FRIMAC SA
904697,SJT137,FRIMAC SA
904723,GZZ880,FRIMAC SA
904756,WCO990,FRIMAC SA
904772,SZO349,FRIMAC SA
904816,ETK374,FRIMAC SA
904817,S07278,FRIMAC SA
904843,LJU163,FRIMAC SA
904857,WFD229,FRIMAC SA
904886,JVK563,FRIMAC SA
904894,LJV056,FRIMAC SA
904895,LPY469,FRIMAC SA
904931,SOZ050,FRIMAC SA
904952,ERK845,FRIMAC SA
904989,TSD097,FRIMAC SA
905009,XMB842,FRIMAC SA
905044,XVX101,FRIMAC SA
905072,S62906,FRIMAC SA
905075,FSV593,FRIMAC SA
905114,KUM283,FRIMAC SA
905138,EYX369,FRIMAC SA
905151,VCK089,FRIMAC SA
905190,S69641,FRIMAC SA
905200,SMB341,FRIMAC SA
905214,WOK668,FRIMAC SA
905216,TTW045,FRIMAC SA
905220,WON024,FRIMAC SA
905240,TTU893,FRIMAC SA
905246,WPQ683,FRIMAC SA
905249,XVY675,FRIMAC SA
905264,STJ073,FRIMAC SA
905273,SXR906,FRIMAC SA
905297,TAV352,FRIMAC SA
905298,WON200,FRIMAC SA
905307,S69514,FRIMAC SA
905323,ETT113,FRIMAC SA
905324,WNV765,FRIMAC SA
905327,LJZ962,FRIMAC SA
905328,JYP104,FRIMAC SA
905398,SPK522,FRIMAC SA
905450,ZDA494,FRIMAC SA
905482,TDL756,FRIMAC SA
905521,LPZ242,FRIMAC SA
905524,TTX315,FRIMAC SA
905525,R32222(SEGUNDA INSTALACION),FRIMAC SA
905534,R37452,FRIMAC SA
905558,GTU510,FRIMAC SA
905590,SVD481,FRIMAC SA
905623,S35017,FRIMAC SA
905624,S60412,FRIMAC SA
905644,R20324,FRIMAC SA
905657,S72247,FRIMAC SA
905694,WPK196,FRIMAC SA
905695,ZNM040,FRIMAC SA
905696,WDL494,FRIMAC SA
905697,STD878,FRIMAC SA
905698,TJX279,FRIMAC SA
905701,TJX649,FRIMAC SA
905810,TAR299,FRIMAC SA
905816,LRN020,FRIMAC SA
905852,TTX313,FRIMAC SA
905860,GUU907,FRIMAC SA
905967,ZNN791,FRIMAC SA
152086,THX211,Henry Arce Duarte
152130,YQH01F,Hernan Andres Agudelo
160206,SBK965,Hernando Alberto Ibañez Sanabria
152164,SWN990,TRANSPORTES ARTICO SAS
152374,TDX632,TRANSPORTES ARTICO SAS
152389,TUL575,TRANSPORTES ARTICO SAS
152410,SXS077,TRANSPORTES ARTICO SAS
152456,TAV867,TRANSPORTES ARTICO SAS
152604,SPU094,TRANSPORTES ARTICO SAS
152637,SYT899,TRANSPORTES ARTICO SAS
160690,S53079,TRANSPORTES ARTICO SAS
160805,R36948,TRANSPORTES ARTICO SAS
160806,S61853,TRANSPORTES ARTICO SAS
160991,R42490,TRANSPORTES ARTICO SAS
160995,R74922,TRANSPORTES ARTICO SAS
161011,S02879,TRANSPORTES ARTICO SAS
161026,R74921,TRANSPORTES ARTICO SAS
161225,R50128,TRANSPORTES ARTICO SAS
161309,S52136,TRANSPORTES ARTICO SAS
170024,SOR856,TRANSPORTES ARTICO SAS
170153,KNL708,TRANSPORTES ARTICO SAS
170784,SXU974,TRANSPORTES ARTICO SAS
170785,TGY941,TRANSPORTES ARTICO SAS
180373,S64313,TRANSPORTES ARTICO SAS
181023,R37460,TRANSPORTES ARTICO SAS
181026,TRN028,TRANSPORTES ARTICO SAS
181293,TRN012,TRANSPORTES ARTICO SAS
181316,R44323,TRANSPORTES ARTICO SAS
181317,S64316,TRANSPORTES ARTICO SAS
181864,S02897,TRANSPORTES ARTICO SAS
181865,S02912,TRANSPORTES ARTICO SAS
401601,SNU574,TRANSPORTES ARTICO SAS
411159,EYY333,TRANSPORTES ARTICO SAS
601010,R49415,TRANSPORTES ARTICO SAS
601122,R57577,TRANSPORTES ARTICO SAS
601289,EYY350,TRANSPORTES ARTICO SAS
602029,R57586,TRANSPORTES ARTICO SAS
603935,S67986,TRANSPORTES ARTICO SAS
701803,SYU597,TRANSPORTES ARTICO SAS
702084,LLL670,TRANSPORTES ARTICO SAS
702086,LLL672,TRANSPORTES ARTICO SAS
903069,KSK699,TRANSPORTES ARTICO SAS
903161,S02911,TRANSPORTES ARTICO SAS
903162,S07394,TRANSPORTES ARTICO SAS
903237,S02893,TRANSPORTES ARTICO SAS
903331,KSK639,TRANSPORTES ARTICO SAS
904455,S51029,TRANSPORTES ARTICO SAS
151783,SLJ945,CONEXION DIGITAL EXPRESS SAS
152249,WLM623,CONEXION DIGITAL EXPRESS SAS
152282,GUU259,CONEXION DIGITAL EXPRESS SAS
152299,TZR251,CONEXION DIGITAL EXPRESS SAS
152301,WFU780,CONEXION DIGITAL EXPRESS SAS
152302,TZR317,CONEXION DIGITAL EXPRESS SAS
152303,WLM625,CONEXION DIGITAL EXPRESS SAS
152306,WEW959,CONEXION DIGITAL EXPRESS SAS
152307,WFU781,CONEXION DIGITAL EXPRESS SAS
152589,EQY728,CONEXION DIGITAL EXPRESS SAS
152591,EQY729,CONEXION DIGITAL EXPRESS SAS
152621,EQY730,CONEXION DIGITAL EXPRESS SAS
161017,TSY184,CONEXION DIGITAL EXPRESS SAS
170695,EXZ571,CONEXION DIGITAL EXPRESS SAS
170701,EXZ572,CONEXION DIGITAL EXPRESS SAS
170739,EXZ573,CONEXION DIGITAL EXPRESS SAS
181574,GET656,CONEXION DIGITAL EXPRESS SAS
181580,GET441,CONEXION DIGITAL EXPRESS SAS
701772,LCM886,CONEXION DIGITAL EXPRESS SAS
701773,LCM887,CONEXION DIGITAL EXPRESS SAS
701774,KNZ215,CONEXION DIGITAL EXPRESS SAS
701889,EQY127,CONEXION DIGITAL EXPRESS SAS
701890,EQY126,CONEXION DIGITAL EXPRESS SAS
152063,SIS888,Manuel Alirio Jaramillo Giraldo
152625,TKH747,Manuel Alirio Jaramillo Giraldo
170336,TMV947,Manuel Alirio Jaramillo Giraldo
171855,UYT600,Manuel Alirio Jaramillo Giraldo
171991,USC568,Manuel Alirio Jaramillo Giraldo
172160,SUL167,Manuel Alirio Jaramillo Giraldo
172815,TRD891,Manuel Alirio Jaramillo Giraldo
180175,SKJ414,Manuel Alirio Jaramillo Giraldo
180654,TTG257,Manuel Alirio Jaramillo Giraldo
701948,TDL955,Manuel Alirio Jaramillo Giraldo
152191,WLY184,Alejandro Monsalve
152094,IOT120,Inocencio Garcia Sanchez
152217,STZ928,Oscar Dario Cruz Perez
152216,SNW980,Sergio Enrique Caro Varela
30423,SNN594,Hernan Jaramillo Ortiz
171264,XVP551,Hernan Jaramillo Ortiz
140036,HOSPITAL MENTAL 2,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL
200235,HOSPITAL MENTAL,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL
250046,CLINICA INYECTABLES,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL
250047,BANCO OXIGENO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL
261110,UNIDOSIS,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL
152224,SRN493,Mauricio Montoya Arenas
152259,XYS67F,Robinson Giraldo Salazar
172157,XLU45E,Robinson Giraldo Salazar
411004,ZIU775,Daniel Alejandro Piedrahita Zapata
152221,IIW03D,Gustavo Alberto Llanos Olivares
152260,SRO91E,Luisa Fernanda Bedoya Osorio
152292,SNZ827,Fabio Cesar Betancur Cataño
702186,SMI481,Fabio Cesar Betancur Cataño
152275,SBN580,Arturo De  Jesus  Castañeda Gomez
151751,TTO708,CORDIMUDANZAS
170126,STY255,CORDIMUDANZAS
171354,TMY622,CORDIMUDANZAS
172154,WGX079,CORDIMUDANZAS
152359,MGM38F,Juan Alfredo Sanchez
172774,JRO987,Dany Alexander Betancur
152343,FCR734,German Ul Mosquera
152267,ABN89C,Simon Alonso Torres
152268,SNZ956,Juan Fernando Tamayo Echeverri
180142,WOU082,POLLO ANDINO  SA
180490,UPS217,POLLO ANDINO  SA
181315,FST419,POLLO ANDINO  SA
400218,EQP835,POLLO ANDINO  SA
400233,WGQ755,POLLO ANDINO  SA
400305,SVD979,POLLO ANDINO  SA
400327,SVC818,POLLO ANDINO  SA
400382,EQP833,POLLO ANDINO  SA
400390,WGQ757,POLLO ANDINO  SA
400392,TGK511,POLLO ANDINO  SA
400393,SVC444,POLLO ANDINO  SA
400439,TLO119,POLLO ANDINO  SA
400442,SOF212,POLLO ANDINO  SA
400444,WFL108,POLLO ANDINO  SA
400456,WGQ754,POLLO ANDINO  SA
400457,WGQ756,POLLO ANDINO  SA
400458,SVC817,POLLO ANDINO  SA
400465,SVC434,POLLO ANDINO  SA
400467,SVC441,POLLO ANDINO  SA
400468,WCZ373,POLLO ANDINO  SA
400471,SVC443,POLLO ANDINO  SA
400476,SVC760,POLLO ANDINO  SA
400477,SVC816,POLLO ANDINO  SA
400478,TLN918,POLLO ANDINO  SA
400479,TGK512,POLLO ANDINO  SA
400480,SMD835,POLLO ANDINO  SA
400518,SVC756,POLLO ANDINO  SA
400519,SVC758,POLLO ANDINO  SA
400520,TLN919,POLLO ANDINO  SA
400521,TGK510,POLLO ANDINO  SA
401043,EXZ166,POLLO ANDINO  SA
410065,SOQ505,POLLO ANDINO  SA
410391,SYT066,POLLO ANDINO  SA
490038,EXZ164,POLLO ANDINO  SA
490129,EXZ252,POLLO ANDINO  SA
601737,WEP376,POLLO ANDINO  SA
601992,THX867,POLLO ANDINO  SA
602588,BDM620,POLLO ANDINO  SA
603257,JOU698,POLLO ANDINO  SA
702243,LLL664,POLLO ANDINO  SA
901971,USC485,POLLO ANDINO  SA
903338,SWM288,POLLO ANDINO  SA
903541,WLM782,POLLO ANDINO  SA
903729,TRK238,POLLO ANDINO  SA
903820,JVK214,POLLO ANDINO  SA
904167,TSV773,POLLO ANDINO  SA
904533,VED936,POLLO ANDINO  SA
150365,SAW383,TRANSPORTES V & C S.A.S
170581,TTG058,TRANSPORTES V & C S.A.S
181266,TDZ167,TRANSPORTES V & C S.A.S
152320,MUM457,NEURODINAMIA SA
172889,KNK286,NEURODINAMIA SA
152340,TAG401,Nicolas de Jesus Noreña Garzon
152349,SNP634,Oscar Fernando Castrillón
152390,LJV214,ECOPOSITIVA SAS ESP
152391,WGP076,ECOPOSITIVA SAS ESP
152394,LJV216,ECOPOSITIVA SAS ESP
152395,WOT153,ECOPOSITIVA SAS ESP
152398,TDS732,ECOPOSITIVA SAS ESP
152401,WGP078,ECOPOSITIVA SAS ESP
152413,SXY511,ECOPOSITIVA SAS ESP
152417,LJV215,ECOPOSITIVA SAS ESP
170579,FST686,ECOPOSITIVA SAS ESP
170676,FST688,ECOPOSITIVA SAS ESP
170842,WOY206,ECOPOSITIVA SAS ESP
172068,JOV761,ECOPOSITIVA SAS ESP
161075,WPS676,Beatriz Elena Luna Quintero
181856,TEO121,Beatriz Elena Luna Quintero
903340,WPS699,Beatriz Elena Luna Quintero
31122,MXY666,PILOT PUBLICIDAD SAS
200217,ALMACEN BOGOTA,PROMED QUIRURGICOS EU
201192,ALMACEN MEDELLIN,PROMED QUIRURGICOS EU
152375,STZ502,PASTELPAN LAS ENVINADAS DE BUENOS AIRES S.A.S
152376,STY490,PASTELPAN LAS ENVINADAS DE BUENOS AIRES S.A.S
152377,WCP767,PASTELPAN LAS ENVINADAS DE BUENOS AIRES S.A.S
152378,WCO964,PASTELPAN LAS ENVINADAS DE BUENOS AIRES S.A.S
170683,TEK579,PASTELPAN LAS ENVINADAS DE BUENOS AIRES S.A.S
171294,WLZ355,PASTELPAN LAS ENVINADAS DE BUENOS AIRES S.A.S
180194,WNY375,GRUPO COMERCIAL TOLIMENSE SAS
200192,CUARTO FRIO,HEALTHY MEDICAL CENTER SAS
210025,FARMACIA,HEALTHY MEDICAL CENTER SAS
152182,DWQ056,Nelson Alberto Quiroga Forero
152382,IMS779,Nelson Alberto Quiroga Forero
152555,DWM380,Nelson Alberto Quiroga Forero
152557,DWM392,Nelson Alberto Quiroga Forero
152396,"6125M-1",CONGELADOS AGRICOLAS SA CONGELAGRO SA
152408,"6125M-3",CONGELADOS AGRICOLAS SA CONGELAGRO SA
152411,"6125M-2",CONGELADOS AGRICOLAS SA CONGELAGRO SA
171769,"6125D-5",CONGELADOS AGRICOLAS SA CONGELAGRO SA
171840,"6125M-6",CONGELADOS AGRICOLAS SA CONGELAGRO SA
171916,"6110D-8",CONGELADOS AGRICOLAS SA CONGELAGRO SA
171917,"5090EH-4",CONGELADOS AGRICOLAS SA CONGELAGRO SA
171924,"6125M-7",CONGELADOS AGRICOLAS SA CONGELAGRO SA
172305,D902,CONGELADOS AGRICOLAS SA CONGELAGRO SA
172347,D901A,CONGELADOS AGRICOLAS SA CONGELAGRO SA
701662,JSL308,CONGELADOS AGRICOLAS SA CONGELAGRO SA
701673,JSL307,CONGELADOS AGRICOLAS SA CONGELAGRO SA
701711,VALTRA 10,CONGELADOS AGRICOLAS SA CONGELAGRO SA
701712,VALTRA 9,CONGELADOS AGRICOLAS SA CONGELAGRO SA
171829,TRH593,Ronald Belisario Ortiz Mena
172275,EXU171,Ronald Belisario Ortiz Mena
701941,GIM222,Ronald Belisario Ortiz Mena
151598,MC042437,Jhon Alexander Martinez Moncada
151610,SNZ571,Jaime Nicolas Uribe Mazo
171295,GDX424,Jaime Nicolas Uribe Mazo
150377,SNN344,Jose Gerardo Agudelo Rengifo
151143,SNZ976,Ariel Montilla Daza
171823,FBP028,Ariel Montilla Daza
172215,TGA170,Ariel Montilla Daza
172055,XSZ28E,Nicolas Alfredo Guzman Betancur
152492,WOK933,Mauricio Nuvan Castaño
161325,WHR750,ATLAS COPCO COLOMBIA LTDA
161365,TUN631,ATLAS COPCO COLOMBIA LTDA
161366,SXM855,ATLAS COPCO COLOMBIA LTDA
161369,TUN634,ATLAS COPCO COLOMBIA LTDA
161376,WEW376,ATLAS COPCO COLOMBIA LTDA
161379,TEP770,ATLAS COPCO COLOMBIA LTDA
161380,RIV290,ATLAS COPCO COLOMBIA LTDA
161381,SMS153,ATLAS COPCO COLOMBIA LTDA
161382,ZZX981,ATLAS COPCO COLOMBIA LTDA
161411,TUN633,ATLAS COPCO COLOMBIA LTDA
161414,WEW377,ATLAS COPCO COLOMBIA LTDA
180118,VFE531,ATLAS COPCO COLOMBIA LTDA
180122,TUN632,ATLAS COPCO COLOMBIA LTDA
180795,ETM226,ATLAS COPCO COLOMBIA LTDA
180815,TAY851,ATLAS COPCO COLOMBIA LTDA
181446,FZT329,ATLAS COPCO COLOMBIA LTDA
181777,GUQ386,ATLAS COPCO COLOMBIA LTDA
181778,GUQ388,ATLAS COPCO COLOMBIA LTDA
500286,LPY338,ATLAS COPCO COLOMBIA LTDA
500288,LPY339,ATLAS COPCO COLOMBIA LTDA
500289,LHW066,ATLAS COPCO COLOMBIA LTDA
500296,LCO403,ATLAS COPCO COLOMBIA LTDA
500297,LCO404,ATLAS COPCO COLOMBIA LTDA
500298,LCO402,ATLAS COPCO COLOMBIA LTDA
500301,LCO400,ATLAS COPCO COLOMBIA LTDA
500302,LCO401,ATLAS COPCO COLOMBIA LTDA
500304,LPY340,ATLAS COPCO COLOMBIA LTDA
500308,LPY341,ATLAS COPCO COLOMBIA LTDA
500309,LPY342,ATLAS COPCO COLOMBIA LTDA
500310,LJT667,ATLAS COPCO COLOMBIA LTDA
500311,LJT668,ATLAS COPCO COLOMBIA LTDA
500312,LJT675,ATLAS COPCO COLOMBIA LTDA
500313,LJT669,ATLAS COPCO COLOMBIA LTDA
601192,GUQ387,ATLAS COPCO COLOMBIA LTDA
601193,GUQ389,ATLAS COPCO COLOMBIA LTDA
603740,JRO793,ATLAS COPCO COLOMBIA LTDA
701850,KYZ685,ATLAS COPCO COLOMBIA LTDA
901609,KSQ557,ATLAS COPCO COLOMBIA LTDA
902000,KSQ552,ATLAS COPCO COLOMBIA LTDA
903260,KSQ560,ATLAS COPCO COLOMBIA LTDA
903261,KSQ553,ATLAS COPCO COLOMBIA LTDA
903262,KSQ554,ATLAS COPCO COLOMBIA LTDA
903268,KSQ555,ATLAS COPCO COLOMBIA LTDA
903269,KSQ558,ATLAS COPCO COLOMBIA LTDA
903270,KSQ559,ATLAS COPCO COLOMBIA LTDA
903272,KSQ551,ATLAS COPCO COLOMBIA LTDA
903423,KSQ550,ATLAS COPCO COLOMBIA LTDA
904068,LHR414,ATLAS COPCO COLOMBIA LTDA
904070,LHR416,ATLAS COPCO COLOMBIA LTDA
905006,JYN432,ATLAS COPCO COLOMBIA LTDA
905035,JYN434,ATLAS COPCO COLOMBIA LTDA
903131,EQP927,QUICK HELP SAS
903560,TZT473,QUICK HELP SAS
904540,JYO133,QUICK HELP SAS
152491,GDZ028,CARROCERIAS PANAMERICANA S.A.S.
151734,WCP092,Carlos Andres Molina Peña
152510,TRH868,Denis Astris Escobar
152506,TJZ038,Lily Yojana Ortiz Naranjo
171443,GDX228,Lily Yojana Ortiz Naranjo
200271,CANALES 1 RECEPCION Y HUESO,EL CORTESANO S.A.
200275,CANALES 2 Y CANALES 3,EL CORTESANO S.A.
200276,PRODUCTO TERMINADO 1 Y EMPAQUE,EL CORTESANO S.A.
200277,PRODUCTO TERMINADO 2 CONGELACION Y DESPACHOS,EL CORTESANO S.A.
200278,PLANTA EMPAQUE Y PRODUCTO,EL CORTESANO S.A.
200252,ESE LA GLORIA 1,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200253,ESE LA GLORIA 2,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200254,HOSPITAL EL  AMPARO,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200255,CS SIMON BOLIVAR,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200256,CS MOGAMBO,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200257,CS RANCHO GRANDE,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200258,CS EL DORADO,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200259,CC CANTA CLARO,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200260,CS CAMILO TORRES,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200261,CS LA GRANJA,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200262,CS VILLA CIELO,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200263,CS SUCRE,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200264,CS GARZONES,EMPRESA SOCIAL DEL ESTADO VIDA SINU
200265,CS AMAURY GARCIA BURGOS,EMPRESA SOCIAL DEL ESTADO VIDA SINU
210011,CS CANDELARIA,EMPRESA SOCIAL DEL ESTADO VIDA SINU
210012,CS EDMUNDO LOPEZ,EMPRESA SOCIAL DEL ESTADO VIDA SINU
152526,"226B",SICTE SAS
152535,DSX875,Jose Noel Tapiero Rodriguez
161049,SQX915,Leidy Jhoana Oviedo Burbano
152498,HFN168,Ruben Dario Yepes Florez
152537,EHL034,Ruben Dario Yepes Florez
170181,EHZ151,Ruben Dario Yepes Florez
170447,HJX638,Ruben Dario Yepes Florez
152499,EQY776,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
152500,EQY777,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
152501,EQY778,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
152504,EQY779,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
152520,EQY780,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
152522,EQY781,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170047,EQZ635,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170259,ERK605,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170511,ERL346,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170566,TLN180,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170576,TLN181,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170577,WOS764,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170578,WOT893,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170751,TLN249,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170793,TLN248,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170818,TLN250,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170820,TLO882,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170840,FSV245,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170889,TLO881,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170890,FSV244,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170892,FSV246,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
170896,SPU332,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
171007,SPU331,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
171218,TLO883,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
171219,SPU297,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
171563,JKV494,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
171704,GZZ673,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172390,JKW026,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172829,WFI354,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172926,WFI418,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172928,KNL003,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172929,WPQ994,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172930,SWP082,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172931,EXX054,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
172932,SQW229,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
180940,ERL345,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
181251,TLO884,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
181343,TFR376,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
181344,WGH121,TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA SAS
